UBR Number,UBR Year,Species Name,Number of birds,Details,Date first seen,Location,UBR Status,First NZ record?,Reference,
2023/032,2023,Little tern,1,Live,13/02/2023,"Outlet channel of Lake Forsyth, Banks Peninsula",Accepted,No,,
2023/031,2023,Little tern,1,Live,8/03/2023,"Harbour Road, Brooklands Lagoon, Christchurch",Accepted,No,,
2023/030,2023,Black-tailed native-hen,1,Live,8/02/2023,Murchison,Accepted,No,,
2023/029,2023,Pycroft's petrel,1,Live,3/01/2023,"At sea, south of Snares Islands",Possible,No,,
2023/028,2023,Hudsonian godwit,1,Live,4/03/2023,"Kaikourai Lagoon, Otago",Accepted,No,,
2023/027,2023,Common tern,1,Live,26/02/2023,"Gulf Harbour, Whangaparaoa",Possible,No,,
2023/026,2023,Pallid cuckoo,1,Live,19/10/2022,"Ringa Ringa Heights Golf Course, Oban, Stewart Island",Accepted,No,,
2023/025,2023,Thin-billed prion,1,Live,13/12/2022,"At sea, heading north to Antipodes Island",Accepted,No,,
2023/024,2023,Antarctic tern,1,Live,28/12/2022,Washdyke Waitarakao Lagoon,Not accepted,No,,
2023/023,2023,Royal penguin,1,Live,15/02/2023,"Flower Pot, Pitt Island, Chatham Islands",Accepted,No,,
2023/022,2023,Pycroft's petrel,2,Live,17/12/2022,"At sea, off Canterbury",Not accepted,No,,
2023/021,2023,Little shearwater,1,Live,17/12/2022,"At sea, off Canterbury",Not accepted,No,,
2023/020,2023,Darter,1,Live,22/02/2023,"New Brighton Pier, Christchurch",Not accepted,No,,
2023/019,2023,Atlantic yellow-nosed mollymawk,1,Live,8/12/2022,"Motuhara/The Forty Fours, Chatham Islands",Accepted,No,,
2023/018,2023,Whimbrel,1,Live,29/12/2022,"Te Awapatiki, Chatham Island",Accepted,No,,
2023/017,2023,Wandering tattler,2,Live,4/01/2023,"Cape Pattison, Chatham Island",Accepted,No,,
2023/016,2023,Brown booby,1,Dead,10/12/2022,"Motuhara/The Forty Fours, Chatham Islands",Accepted,No,,
2023/015,2023,Sooty tern,17,Live,13/02/2023,Ngunguru Sandspit,Accepted,No,,
2023/014,2023,Red-tailed tropicbird,1,Live,15/02/2023,"Maunganui Bluff Reserve, 90 Mile Beach, Far North",Accepted,No,,
2023/013,2023,Masked booby,1,Live,19/02/2023,"Pahi, Kaipara Harbour",Not accepted,No,,
2023/012,2023,Erect-crested penguin,1,Live,3/02/2023,"Seal Cave, between Flea Bay and Stony Bay, Banks Track, Akaroa",Accepted,No,,
2023/011,2023,Sooty tern,1,Dead,31/01/2023,"Te Pōhue Bay, Lake Roetoehu",Accepted,No,,
2023/010,2023,Erect-crested penguin,1,Live,9/02/2023,"Curio Bay, Southland",Accepted,No,,
2023/009,2023,Eastern osprey,1,Live,24/01/2023,"Wade River Road, Whangapararoa",Not accepted,,,
2023/008,2023,Fork-tailed swift,2,Live,7/01/2023,Tiritiri Matangi Island,Accepted,No,,
2023/007,2023,Gull-billed tern (Asiatic subspecies),1,Live,22/01/2023,"Big Sand Island, Kaipara Island",Accepted,Yes,,
2023/006,2023,Laughing kookaburra,1,Live,21/01/2023,"Ngatimoti, Motueka",Not accepted,No,,
2023/005a,2023,Little tern,1,Live,6/01/2023,"Birdings Flat Beach, Banks Peninsula",Accepted,No,,
2023/005b,2023,Little tern,1,Live,8/01/2023,"Birdings Flat Beach, Banks Peninsula",Accepted,No,,
2023/004,2023,Fork-tailed swift,1,Live,27/12/2022,"Enderby Island, Auckland Island Group",Accepted,No,,
2023/003,2023,White-throated needletail,1,Live,27/12/2022,"Motupōhue/Bluff Hill, Southland",Accepted,No,,
2023/002,2023,Red-necked phalarope,1,Live,1/01/2023,"Hot Water Beach, Whitianga",Not accepted,No,,
2023/001,2023,Common tern,1,Live,1/01/2023,Waikanae River mouth,Accepted,No,,
2022/122,2022,Black-tailed godwit,1,Live,26/12/2022,"East end of Rabbit Island, Waimea Inlet, Tasman",Accepted,No,Miskelly et al. 2023,
2022/121,2022,Long-toed stint,1,live,24/12/2022,"Jarvis Road, Lake Ellesmere",Accepted,No,Miskelly et al. 2023,
2022/120,2022,Sooty tern,1,Live,4/01/2022,"Black Reef, Cape Kidnappers",Accepted,No,Miskelly et al. 2023,
2022/119,2022,Grey-backed tern,1,Live,18/12/2022,Papakanui sandspit,Accepted,No,Miskelly et al. 2023,
2022/118,2022,Satin flycatcher,1,Live,2/12/2022,Mahurangi River,Not accepted,No,Miskelly et al. 2023,
2022/117,2022,Red-necked phalarope,1,Live,25/11/2022,"Grovetown Lagoon, Marlborough",Accepted,No,Miskelly et al. 2023,
2022/116,2022,Antarctic petrel,1,Live,31/05/2021,"Birdlings Flat, Canterbury",Accepted,No,Miskelly et al. 2023,
2022/115,2022,Common tern,1,Live,24/12/2022,Waikanae River mouth,Accepted,No,Miskelly et al. 2023,
2022/114,2022,Long-tailed skua,1,Live,11/12/2022,Foveaux Strait,Accepted,No,Miskelly et al. 2023,
2022/113,2022,Chestnut teal,5,Live,16/12/2022,"St Anne's Lagoon, Cheviot",Not accepted,No,Miskelly et al. 2023,
2022/112,2022,Wedge-tailed shearwater,1,Live,17/12/2022,"Approximately 40 km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/111,2022,Gould's petrel,1,Live,10/12/2022,"Approximately 40 km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/110,2022,Long-tailed skua,1,Live,10/12/2022,"Approximately 40 km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/109,2022,Long-tailed skua,1,Live,6/11/2022,"Approximately 40 km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/108,2022,Long-tailed skua,1,Live,17/11/2022,"Approximately 40 km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/107,2022,South Polar skua,1,Live,10/12/2022,"Approximately 40km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/106,2022,South Polar skua,1,Live,1/11/2022,"Approximately 40 km offshore from Tutukaka, east of the Poor Knights Islands ",Accepted,No,Miskelly et al. 2023,
2022/105,2022,Chatham Island mollymawk,1,Live,1/11/2022,"Approximately 40 km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/104,2022,Chatham Island mollymawk,1,Live,10/12/2022,"Approximately 40 km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/103,2022,Gould's petrel,1,Live,3/04/2021,"At sea, Star of Bengal Banks, northeast of New Zealand",Accepted,No,Miskelly et al. 2023,
2022/102,2022,Gould's petrel,2,Live,1/04/2021,"At sea, north of the Kermadec Islands",Accepted,No,Miskelly et al. 2023,
2022/101,2022,Gould's petrel,1,Live,28/03/2021,"At sea, northeast of New Zealand, en route to Kermadec Islands from Tauranga",Accepted,No,Miskelly et al. 2023,
2022/100,2022,Fork-tailed swift,1,Live,28/11/2022,"Above Pink Beach, Shakespear Park, Whangapararoa",Not accepted,No,Miskelly et al. 2023,
2022/099,2022,Grey plover,1,Live,21/11/2022,"Katihiku Estuary, Otaki Rivermouth",Not accepted,No,Miskelly et al. 2023,
2022/098,2022,Black-tailed godwit,1,Live,19/11/2022,"Southern marsh, Ahuriri Estuary, Hawke's Bay",Accepted,No,Miskelly et al. 2023,
2022/097,2022,Darter,2,Live,18/11/2022,"Old Ferry Road, Clive",Accepted,No,Miskelly et al. 2023,
2022/096,2022,King penguin,1,Live,15/11/2022,Fortrose Spit,Accepted,No,Miskelly et al. 2023,
2022/095,2022,Arctic tern,1,Live,13/11/2022,30 km offshore from Moeraki Coast,Accepted,No,Miskelly et al. 2023,
2022/094,2022,Antarctic prion,2,Live,30/07/2022,"Offshore from Tutukaka, approximately 50 km east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/093,2022,Antarctic prion,2,Live,10/07/2022,"Offshore from Tutukaka, approximately 50 km east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/092,2022,Providence petrel,1,Live,10/07/2022,"Approximately 50 km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/091,2022,Stejneger's petrel,1,Live,13/10/2022,"Approximately 40 km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/090,2022,Chatham Island mollymawk,2,Live,23/10/2022,"Approximately 40 km offshore from Tutukaka, east of Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/089,2022,Greater sand plover,1,Live,8/10/2022,Lagoon entrance on Farewell Spit,Accepted,No,Miskelly et al. 2023,
2022/088,2022,Subantarctic little shearwater,3,Live,4/10/2022,Offshore from Otago,Accepted,No,Miskelly et al. 2023,
2022/087,2022,Chestnut teal,1,Live,17/09/2022,Sinclair Wetlands,Accepted,No,Miskelly et al. 2023,
2022/086,2022,Anas sp.,1,Live,3/06/2022,"Saltwater Creek, Timaru",Accepted,No,Miskelly et al. 2023,
2022/085,2022,Wedge-tailed shearwater,1,Live,26/03/2021,"At sea, north of Whakatāne and east of Great Mercury Island",Accepted,No,Miskelly et al. 2023,
2022/084,2022,Great Frigatebird,43,Live,30/03/2021,"Napier Island, Herald Islets, Kermadec Islands",Accepted,No,Miskelly et al. 2023,
2022/083,2022,Antarctic prion,1,Live,27/03/2021,"At sea, between North Island and Kermadec Islands",Accepted,No,Miskelly et al. 2023,
2022/082,2022,Red-footed booby,3,Live,31/03/2021,"Napier Island, Herald Islets, Kermadec Islands",Accepted,No,Miskelly et al. 2023,
2022/081,2022,South Polar skua,1,Live,1/04/2021,At sea north of Kermadec Islands,Accepted,No,Miskelly et al. 2023,
2022/080,2022,Long-tailed skua,1,Live,3/04/2021,"Star of Bengal Bank, at sea between North Island and Kermadec Islands",Accepted,No,Miskelly et al. 2023,
2022/079,2022,Collared petrel,1,Live,1/04/2021,At sea north of Kermadec Islands,Accepted,No,Miskelly et al. 2023,
2022/078,2022,Royal penguin,1,Live,4/03/2022,"Sarah's Cove, Stewart Island",Accepted,No,Miskelly et al. 2023,
2022/077,2022,New Zealand dotterel,1,Live,18/09/2022,Karamea Estuary Walkway,Accepted,No,Miskelly et al. 2023,
2022/076,2022,Sooty tern,1,Dead,26/03/2022,"Muriwai Beach, Auckland",Accepted,No,Miskelly et al. 2023,
2022/075,2022,Whiskered tern,1,Live,24/06/2022,"New River estuary and Clifton settling ponds, Southland",Accepted,No,Miskelly et al. 2023,
2022/074,2022,South Island kokako,1,Live,16/03/2022,"West of Flanagan's corner, near the highest point of the Heaphy track",Not accepted,No,Miskelly et al. 2023,
2022/073,2022,Fork-tailed swift,20,Live,16/07/2022,Karatane Harbour and DOC-Ngai Tahu Reserve,Not accepted,No,Miskelly et al. 2023,
2022/072,2022,Common tern,1,Live,6/02/2022,"Sunset Parade, north of Plimmerton",Accepted,No,Miskelly et al. 2023,
2022/071,2022,Common tern,1,Live,23/04/2022,"Te Raekaihau Point, Wellington",Not accepted,No,Miskelly et al. 2023,
2022/070,2022,Greater sand plover,1,Live,6/11/2021,Farewell Spit,Accepted,No,Miskelly et al. 2023,
2022/069,2022,Western sandpiper,1,Live,19/02/2022,"Cliffton Beach, Whitford Estuary, Auckland",Accepted,No,Miskelly et al. 2023,
2022/068,2022,Arctic tern,1,Live,28/04/2022,Waikanae sandspit,Accepted,No,Miskelly et al. 2023,
2022/067,2022,Common tern,1,Live,26/03/2022,"Mermaid Rocks, Island Bay, Wellington",Accepted,No,Miskelly et al. 2023,
2022/066,2022,Brown noddy,1,Live,13/01/2022,"Muriwai Beach, Auckland",Accepted,No,Miskelly et al. 2023,
2022/065,2022,Whiskered tern,1,Live,10/07/2017,Mangere Sewage Ponds,Accepted,No,Miskelly et al. 2023,
2022/064,2022,Royal penguin,1,Live,24/02/2022,"Sarah's Cove, Stewart Island",Accepted,No,Miskelly et al. 2023,
2022/063,2022,Thin-billed prion,2,Live,8/05/2022,Offshore from Kawhia,Accepted,No,Miskelly et al. 2023,
2022/062,2022,Fork-tailed swift,10,Live,10/06/2022,"Hillhead Road, St Clair, Dunedin",Not accepted,No,Miskelly et al. 2023,
2022/061,2022,Hudsonian godwit,1,Live,12/06/2022,"Aramoana Saltmarsh, Otago",Accepted,No,Miskelly et al. 2023,
2022/060,2022,Tree martin,1,Live,6/04/2022,"Oneke Stream, Otaki Beach, Kapiti Coast",Not accepted,No,Miskelly et al. 2023,
2022/059,2022,Chestnut teal,1,Live,6/06/2022,"Travis Wetland Heritage Park, Canterbury",Accepted,No,Miskelly et al. 2023,
2022/058,2022,Northern shoveler,1,Live,7/06/2022,"Pegasus Wetland, north of Tiritiri Moana Drive, Pegasus, Canterbury",Accepted,No,Miskelly et al. 2023,
2022/057,2022,New Zealand dabchick,1,Live,24/05/2022,"St Anne's Lagoon, Cheviot",Accepted,No,Miskelly et al. 2023,
2022/056,2022,American whimbrel,1,Live,17/02/2020,"Mahia Peninsula, Hawke's Bay",Not accepted,No,Miskelly et al. 2023,
2022/055,2022,Matsudaira's storm petrel,1,Dead,27/05/2022,"Maukatia Bay, Auckland",Accepted,Yes,Miskelly et al. 2023,
2022/054,2022,Bridled tern,1,Dead,26/03/2022,"Muriwai Beach, Auckland",Not accepted,No,Miskelly et al. 2023,
2022/053,2022,Crested tern,1,Dead,11/07/2011,"Maui Platform A, off Taranaki/Cape Egmont",Accepted,No,Miskelly et al. 2023,
2022/052,2022,Eastern rockhopper penguin,1,Live,24/02/2022,"Canterbury Bight coastline, Ashburton, South Canterbury",Accepted,No,Miskelly et al. 2023,
2022/051,2022,Common tern,1,Live,6/04/2022,"Milnthorpe Beach, Parapara River mouth, Tasman",Accepted,No,Miskelly et al. 2023,
2022/050,2022,Western sandpiper,1,Live,15/02/2022,"Whangateau Harbour, north Omaha Sandspit",Accepted,No,Miskelly et al. 2023,
2022/049,2022,Plumed whistling duck,5,Live,19/04/2022,"Mahia Peninsula, Oraka Beach, Kopuawhara River",Accepted,No,Miskelly et al. 2023,
2022/048,2022,Common tern,1,Live,8/01/2022,Manawatu Rivermouth,Accepted,No,Miskelly et al. 2023,
2022/047,2022,Common tern,1,Live,24/01/2022,Waikanae Estuary Spit,Accepted,No,Miskelly et al. 2023,
2022/046,2022,Eastern rockhopper penguin,1,Live,20/04/2022,"Southland, Clutha, Nugget Point",Accepted,No,Miskelly et al. 2023,
2022/045,2022,Little tern,1,Live,26/03/2022,"Southland, New River Estuary",Accepted,No,Miskelly et al. 2023,
2022/044,2022,Adelie penguin,1,Dead,31/12/2021,"Stewart Island, Masons Bay",Accepted,No,Miskelly et al. 2022,
2022/043,2022,Australian wood duck,23,Live,27/01/2022,"Tasman, Redwood",Accepted,No,Miskelly et al. 2023,
2022/042,2022,Common tern,1,Live,11/11/2021,"Southland, Bluff, Argyle Beach",Accepted,No,Miskelly et al. 2023,
2022/041,2022,Chestnut teal,1,Live,24/03/2022,"Marlborough, Grovetown Lagoon",Accepted,No,Miskelly et al. 2023,
2022/040,2022,Little tern,3,Live,19/10/2021,"Invercargill, Bluff, Argyle Beach",Accepted,No,Miskelly et al. 2023,
2022/039,2022,Red-necked phalarope,1,Live,4/02/2022,"Southland, Waituna Lagoon, Little Waituna Arm",Accepted,No,Miskelly et al. 2023,
2022/038,2022,Terek sandpiper,1,Live,7/03/2022,"Auckland, Manakapua (Big Sand Island)",Accepted,No,Miskelly et al. 2023,
2022/037,2022,Chatham Island mollymawk,2,Live,17/10/2020,"Approx 50 km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/036,2022,Chatham Island mollymawk,1,Live,30/10/2021,"Offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/035,2022,Indian Ocean yellow-nosed mollymawk,1,Died,19/09/2021,"Ninety Mile Beach, between Maunganui Bluff Reserve and Te Paki Stream",Accepted,No,Miskelly et al. 2023,
2022/034,2022,Grey-backed storm petrel,1,Live,24/07/2021,"Approx 50km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/033,2022,Lesser frigatebird,1,Live,14/02/2022,"Tutukaka, Sandy Bay",Accepted,No,Miskelly et al. 2023,
2022/032,2022,Mottled petrel,1,Live,1/11/2020,"Approx 50 km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/031,2022,Mottled petrel,3,Live,30/10/2021,"Approx 50 km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/030,2022,Pink-footed shearwater,1,Live,24/07/2021,"Approx 50 km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/029,2022,Long-tailed skua,1,Live,30/10/2021,"Offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/028,2022,Wedge-tailed shearwater,1,Live,17/02/2020,"Approx 50 km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/027,2022,White-naped petrel,1,Live,17/02/2020,"Approx 50 km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/026,2022,White-headed petrel,1,Live,6/10/2019,"Approx 50 km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/025,2022,South Polar skua,1,Live,1/11/2020,"Approx 50 km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/024,2022,White-naped petrel,2,Live,20/02/2021,"Approx 50 km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/023,2022,White-tailed tropicbird,1,Died,8/02/2022,"Whangarei, Onerahi, Beach Road",Accepted,No,Miskelly et al. 2023,
2022/022,2022,South Polar skua,1,Live,25/10/2021,"Approx 50 km offshore from Tutukaka, east of the Poor Knights Islands",Accepted,No,Miskelly et al. 2023,
2022/021,2022,Black-bellied storm petrel,1,Live,6/11/2019,East of Poor Knights Islands,Accepted,No,Miskelly et al. 2023,
2022/020,2022,Brown noddy,1,Live,18/02/2022,Whangarei Harbour,Accepted,No,Miskelly et al. 2023,
2022/019,2022,Ruff,1,Live,21/02/2022,Miranda,Accepted,No,Miskelly et al. 2023,
2022/018,2022,Great frigatebird,1,Live,14/02/2022,"Off Whangaroa Harbour, behind Stephenson Island, at sea",Not accepted,No,Miskelly et al. 2023,
2022/017,2022,Wandering tattler,2,Live,25/01/2022,"Chatham Island, Waitangi West",Accepted,No,Miskelly et al. 2023,
2022/016,2022,Long-tailed cuckoo,1,Died,6/12/2021,"Campbell Island, Northwest Bay",Accepted,No,Miskelly et al. 2023,
2022/015,2022,Black noddy,1,Live,13/02/2022,"Ninety Mile Beach, Maunganui Bluff reserve",Accepted,No,Miskelly et al. 2023,
2022/014,2022,Bridled tern,1,Live,13/02/2022,"Ninety Mile Beach, Maunganui Bluff reserve",Accepted,No,Miskelly et al. 2023,
2022/013,2022,Great frigatebird,1,Live,13/02/2022,"Rangiputa, Rangaunu Harbour entrance",Accepted,No,Miskelly et al. 2023,
2022/012,2022,Black-naped tern,1,Live,13/02/2022,"Auckland, Muriwai Gannet Colony",Accepted,Yes,Miskelly et al. 2023,
2022/011,2022,Whiskered tern,1,Live,31/01/2022,"Southland, Waituna Lagoon",Accepted,No,Miskelly et al. 2023,
2022/010,2022,Erect-crested penguin,1,Live,30/01/2022,"Banks Peninsula, Onuku",Accepted,No,Miskelly et al. 2023,
2022/009,2022,Great-winged petrel,1,Live,3/04/2021,South of the Kermadec Islands (Star of Bengal Banks),Not accepted,No,Miskelly et al. 2023,
2022/008,2022,Wandering tattler,1,Live,22/01/2022,"Whangarei, Ocean Beach",Accepted,No,Miskelly et al. 2023,
2022/007,2022,Sooty tern,1,Live,5/02/2022,Pukerua Bay,Accepted,No,Miskelly et al. 2023,
2022/006A,2022,Black tern,1,Live,31/01/2022,"Plimmerton Beach, in front of the Fire Station",Accepted,No,Thomas & Hunt 2023,
2022/006,2022,Black tern,1,Live,21/01/2022,Waikanae River estuary,Accepted,Yes,Thomas & Hunt 2023,
2022/005,2022,Kermadec petrel,1,Live,31/01/2022,East of Poor Knights Islands,Accepted,No,Miskelly et al. 2023,
2022/004,2022,Great knot,1,Live,22/12/2021,"Kaipara Harbour, Big Sand Island, south end",Accepted,No,Miskelly et al. 2023,
2022/003,2022,Little whimbrel,1,Live,12/12/2021,"Southland, Awarua Bay",Accepted,No,Miskelly et al. 2023,
2022/002,2022,Whitehead,1,Live,5/01/2022,"Lyttelton, Bridle Path",Not accepted,No,Miskelly et al. 2023,
2022/001,2022,Adelie penguin,1,Live,12/11/2021,"Manawatu, Rangitikei River, Scott's Landing",Accepted,No,Miskelly et al. 2022,
2021/074,2021,Dollarbird,2,Live,24/12/2021,"Walkworth, Upper Waiwera, Bayer Road",Accepted,No,Miskelly et al. 2023,
2021/073,2021,Greater sand plover,1,Live,18/12/2021,Ashley Estuary,Not accepted,No,Miskelly et al. 2023,
2021/072,2021,Spotted dove,1,Live,22/12/2020,"Canterbury, Charing Cross Junction,  Telegraph Road, Courtenay Road and Wards Road.",Accepted,No,Miskelly et al. 2023,
2021/071,2021,Masked booby,1,Live,9/12/2021,"Hawkes Bay, Waipatiki Bay",Not accepted,No,Miskelly et al. 2023,
2021/070,2021,Sanderling,1,Live,17/11/2021,"Canterbury, Ashley Estuary",Accepted,No,Miskelly et al. 2023,
2021/069,2021,Australasian little grebe,1,Live,25/11/2021,"Tasman, Upper Moutere, Kelling Road",Accepted,No,Miskelly et al. 2023,
